,au,bp,se.au,se.bp,v,c,pchi
198,0.980918718236645,0.0824177012859638,0.00204762845238993,0.000918388713976654,-0.342056567342903,1.73104784439413,0.0959842631253313
199,0.798791001807668,0.0437200031220321,0.0132189750685091,0.000675265051931842,0.435874234864438,1.27318484580647,0.136212825015272
200,0.983001502694898,0.150528675790256,0.00148786461607069,0.00118705577999287,-0.542969367988784,1.5771379660231,0.0271498633720977
201,0.984363488913194,0.00699882718187383,0.00486565609250918,0.000299551505240291,0.151871140411163,2.30545243903887,0.773065050196437
202,0.993437215358684,0.00707661066074544,0.00245837952163667,0.000313445807217489,-0.0134965557197137,2.46684742136034,0.981754483027546
203,0.895217756593055,0.0796227753147895,0.00718047070381368,0.000892282430963966,0.0764248029790137,1.33118868732328,0.0282860951315665
204,0.985764395082852,0.00646462806119113,0.00488762508980968,0.000292778844580563,0.147490110703484,2.33822186410808,0.600771748637036
205,0.987965259918173,0.0557024854179492,0.00162744651183386,0.000776144762319638,-0.332054283891776,1.92396409464764,0.508223506348103
206,0.944047670476184,0.0402756391267641,0.00610363189313726,0.000654349561102935,0.0789030845153279,1.66859326109511,0.881557978535171
207,0.977233035803179,0.410537361632,0.00139012832808827,0.00164054760303655,-0.886762717515983,1.11292561917158,0.00506462366067504
208,0.935827452634051,0.0394067320748412,0.00667970902633711,0.000646754714542444,0.118476079713874,1.63913642531958,0.0486236238262757
209,0.966547366549991,0.129493984462556,0.00266643893456835,0.00111029417026366,-0.351761757901963,1.48054811572413,0.691953046778449
210,0.706062008353744,0.00315776837550127,0.0491665572615498,0.00018942003325898,1.09450806505594,1.63642463215462,0.757025936039522
211,0.938114787276595,0.030253738487795,0.007389739054224,0.000571674633617708,0.168969356724233,1.7081081120108,0.581749029801171
212,0.931628307535143,0.396161770599317,0.00332356761439162,0.00162342336751036,-0.612366949165993,0.875661523576677,0.0151623819952214
213,0.90454642460502,0.107004341007339,0.00622879424526247,0.0010184815434625,-0.0326411815849254,1.27525905055478,0.00010856895688973
214,0.884526230371688,0.071376139622467,0.00820062676826807,0.000848890850765998,0.133848392621189,1.33176999425661,0.0336086870968701
215,0.962048668323037,0.0416722071146082,0.00445391043610967,0.000667952823544491,-0.0216844372962531,1.75328663740999,0.273069824945927
216,0.976686608093888,0.0230177521157944,0.00405351031872263,0.000513872536923156,0.00269647582902886,1.99237115426102,0.504101766424599
217,0.869987494655254,0.0353822939227612,0.0114573856271812,0.000611281913129248,0.340326588428952,1.46665860511824,0.353716091966963
218,0.982551494882911,0.721586442959059,0.00109202373191176,0.00153630583489727,-1.34855613459351,0.760995312036269,0.348685940657546
219,0.74973081173511,0.0490097033072464,0.0137830923181817,0.000713692185351082,0.490444702352961,1.16408759520397,4.79943180196527e-08
220,0.124337043403297,0.0167600583111621,0.0113530632376144,0.000453253397108327,1.63968674205825,0.486110849954972,0.244767987173795
221,0.991153697638396,0.210211357974998,0.000765146251452742,0.00135632944453934,-0.783150585582553,1.58883867999984,0.0634518130155162
222,0.963500713689001,0.301330602161043,0.00219236535580774,0.00151970255703132,-0.636131114654497,1.15670850324508,0.351388607160577
223,0.958771886796998,0.125871601185955,0.00316493422330783,0.00109579026906927,-0.295241672302197,1.44136723396941,0.354774075592183
224,0.99492421486249,0.105081080396822,0.000615766793556574,0.00103437074574853,-0.658751783391913,1.9118714472283,0.333439884711864
225,0.98237016520127,0.042072477361344,0.00244334771265986,0.000678940591782406,-0.189118571710776,1.916245030396,0.168568030761041
226,0.914393760254591,0.198319237965176,0.00455388230574592,0.00131592995273326,-0.260339113749781,1.10797914007096,1.65947140181462e-29
227,0.957948921085198,0.0568483357370976,0.00446895694489208,0.000771503145297225,-0.0727855739519154,1.65457928370891,0.00295964469396827
228,0.710345508925015,0.396889192206711,0.00834022361565359,0.00161911063421242,-0.146493503830138,0.407900860510613,0.00210220773539662
229,0.996963527780316,0.0376882871664541,0.000607151456893253,0.000671917972045332,-0.482825267528757,2.26099139497133,0.520898280063593
230,0.895986333255342,0.0709548029938092,0.00734262255776138,0.000847588619023378,0.104854272943959,1.36386257422731,3.53547234232403e-11
231,0.952193135181761,0.159232620093941,0.00323125455009208,0.00120753069355365,-0.334441977768391,1.3320587184856,0.0196087752423389
232,0.99682508735843,0.0013071621866653,0.00269954710775404,0.000147879210346428,0.140318779877916,2.86946649934805,0.433350851228372
233,0.999716816975053,0.00655617212693437,0.00015704167967606,0.000332336522599589,-0.483263352826857,2.9639667174518,0.751345891844655
234,0.993307355947644,0.0289378003676177,0.00138231661602876,0.000592625348807918,-0.288355638244975,2.18499462980064,0.0121365037750266
235,0.977664637141024,0.296252263796681,0.00147677006998383,0.00151542813844439,-0.736265859671469,1.27147603981248,0.024023940332302
236,0.943636668838008,0.055846434324199,0.00532831841930789,0.000761324302407676,0.00228712280310575,1.5883428780862,0.135024750231259
237,0.955861309189239,0.319697527190263,0.00249421485513013,0.00154498498422304,-0.618005292487564,1.08655007433582,0.249193583783783
