,au,bp,se.au,se.bp,v,c,pchi
100,0.998299346055772,0.0907285596075098,0.000253188100121397,0.000987045888692697,-0.796324104190192,2.13260609931824,0.130831736843325
101,0.932114431488164,0.34009861451315,0.00341538718232356,0.00156851140649144,-0.539765716312881,0.951959723863418,0.623689639464601
102,0.989850230633586,0.176196377242089,0.000911558660987275,0.00126787267037385,-0.695403349545687,1.62536149709247,0.313073991218491
103,0.989448979119974,0.648732494918038,0.000698247427391153,0.00162614651375035,-1.34402724190473,0.962126527235381,0.0467898540461772
104,0.954533542017381,0.310835986203633,0.00256731135688728,0.00153282834869458,-0.598507430249209,1.09198954749992,0.369300386299312
105,0.959383449407383,0.567497789064023,0.00213845606518676,0.00165956728583299,-0.956791490321382,0.78678422365664,5.05551486954258e-21
106,0.985868305903892,0.48361892249457,0.000910339212261957,0.00167775163063525,-1.07626908269013,1.11734189995754,0.484424614191299
107,0.994081848051457,0.104735677496715,0.00069613324577146,0.00103068570533358,-0.63098353490186,1.88600393354478,0.166841459216185
108,0.993248755373678,0.0951617818832557,0.000820868129749274,0.000989245782301387,-0.580305476068291,1.88992800327225,0.075433694888021
109,0.933977400751615,0.435815658652639,0.00318312693040557,0.0016490478170967,-0.672249445326012,0.833836163384536,0.264323068192367
110,0.975537772061308,0.40290549944534,0.00149762219492557,0.00163238953584905,-0.861707881574909,1.10754154243389,9.92250486329293e-22
111,0.982637361448987,0.387480721835727,0.00113270740473845,0.00162376257869685,-0.91282815812194,1.19871937155896,0.338119299390894
112,0.940262367765549,0.346304773916068,0.00309301659944883,0.00157625061212931,-0.580831837483493,0.976148033882617,0.0952211955787958
113,0.989505640632309,0.17087139998302,0.000955462854008221,0.00125268273707793,-0.678729996810914,1.629457348054,0.0622302516484656
114,0.990255964537721,0.4584748341526,0.000668697437941405,0.00167440637946592,-1.11589200691872,1.22016883229963,0.000653371857508924
115,0.803329169222457,0.215529481815666,0.00782959363938084,0.00135611790970122,-0.0330960496860451,0.820476882440604,0.00135296033250638
116,0.961190975278947,0.184598914073235,0.00260000827583155,0.00128240758483637,-0.433350065453163,1.33132703430432,3.19588625086108e-12
117,0.987481025410808,0.649572281991538,0.000808991630642616,0.00162290236325394,-1.3124913489295,0.928325375299526,0.00328943414670955
118,0.644988347031586,0.182624823318769,0.0104722435597808,0.00127712339200315,0.26679125852376,0.638616047469416,5.5799747260933e-10
119,0.969270505247701,0.0225156358557302,0.00492326789707908,0.000503633631348028,0.0670917058511079,1.9372705285619,0.50710326503677
120,0.994595310214708,0.0303481787626757,0.00113358775978059,0.000609482637449004,-0.33655029983173,2.2122512343597,0.0831827872732891
121,0.997208070128789,0.0169713399666687,0.00082946731825643,0.000481138134401985,-0.325257574742294,2.44600955179386,0.253522469770689
122,0.955583345093914,0.301138770015227,0.00255984987951421,0.001518348886293,-0.590228136463135,1.1113562321494,0.0671808023697102
123,0.995632389082279,0.479590105293125,0.000333455292493824,0.00168729778307055,-1.28553208558689,1.33671444246729,0.502053267020191
124,0.908361350895285,0.396101563461856,0.00412280718654806,0.00162149444427629,-0.533640456945912,0.797091274285159,0.782088406200559
125,0.895332112631287,0.22519085472753,0.00516160023728475,0.00137718929555154,-0.2503075828644,1.00508639408992,0.736878305788564
126,0.897573023101396,0.214494377769851,0.00516989916898959,0.00135308012096181,-0.238459950722271,1.02938324265203,0.00154178098657921
127,0.942621378867715,0.215680149409327,0.00339659364936591,0.00135719697579902,-0.395150187656113,1.18201621127235,0.744961383895542
128,0.847470747233914,0.28658484589204,0.00624076086152002,0.00149272078668832,-0.231128223761727,0.794517714543838,0.0543556160868647
129,0.991787434397384,0.480448664386488,0.000575775319622988,0.00168122774329577,-1.17515092168532,1.2241784865381,0.506780091002141
130,0.829479326215182,0.235845170082474,0.00698212483081156,0.00140008768722819,-0.116189112690965,0.835920592391135,0.939888845604264
131,0.977646080097054,0.168290020209992,0.00175646282735714,0.00123922127941652,-0.523224187089699,1.48416875444085,0.00351944581569423
132,0.970977223876461,0.421487756524416,0.0016961800260381,0.00164450846767741,-0.848632425163029,1.04672132033865,2.19316373308886e-06
133,0.961070749673603,0.282010042759446,0.00233759790744255,0.00148930517859809,-0.593184183175846,1.17006482937835,0.470844081601888
134,0.949459938719207,0.113566939756778,0.00384599674938928,0.00104747801934191,-0.215932381154677,1.42370722697968,0.358590544191435
135,0.989753493882177,0.192672821739194,0.000892063984462,0.00131182434890223,-0.724553942480355,1.59264288572639,0.917677674297475
136,0.961002143074327,0.0999226241248933,0.00325059074759122,0.000992259664498901,-0.240221551293661,1.52221413382517,0.0630492241703788
137,0.976136994605247,0.199630420235109,0.0017814462836317,0.00132296738321458,-0.568428942878413,1.41137101798313,0.177702879086243
138,0.858067733997773,0.0346548807262662,0.0114868606923778,0.000606226832181142,0.372358460205298,1.44403680199351,3.45679411665221e-10
139,0.942711403183955,0.0474561994737239,0.00575803986388866,0.000705972912681591,0.0460428116840174,1.62399239089384,0.189384576218183
140,0.99632312586329,0.364825835804837,0.000305610047553961,0.00161519938542238,-1.16739814012385,1.51298706336485,0.493003226893848
141,0.855004708744446,0.283482203898638,0.00606253476052972,0.00148771457314306,-0.242807201893205,0.815335075419264,0.0226122118500175
142,0.955107599978722,0.400537822553073,0.00240993788092586,0.00162836509554959,-0.722289361295897,0.974244622057723,0.0136995990141571
143,0.932078487809682,0.472927016498058,0.00322460592420426,0.00166221454691326,-0.711768656822416,0.779682733577253,0.195141636442794
144,0.952125720759167,0.269263896518779,0.00278231179332311,0.00146644755484909,-0.525391401787946,1.14043217642742,0.124816253961845
145,0.985102627468214,0.18740618307958,0.00122877490786853,0.00129505303157047,-0.642656587555763,1.5301517562613,0.586927334361771
146,0.965089599374689,0.0368362863326723,0.00442135883754306,0.000631979622841236,-0.0122149859514938,1.80085646839629,0.2108982537014
147,0.922208832199277,0.396484112809264,0.00366876653524418,0.00162203307784087,-0.578814444069935,0.841272620711957,0.00444764820164998
148,0.955062003855827,0.0980186961086893,0.00369197114983578,0.000983030314926628,-0.201564173756463,1.49448803982843,0.446984626737599
149,0.964238583743185,0.0600092877516379,0.00348312685170898,0.000795340933626473,-0.123723930223364,1.67841956177811,7.58532418799373e-46
150,0.938463183351239,0.00995804075464305,0.0119114783409787,0.000338146561638366,0.392962628631091,1.93496246525036,0.907111905925021
