"","delay","edges",".id","pvalue","rho.est","itt","V1","V4","V5","rank","p_value","q_value"
"1",0,"GlySerThrMetabo",NA,0.00248511499772828,0.316409433263366,1,"c(""YAL012W"", ""YBR263W"", ""YCR053W"", ""YDL021W"", ""YDR158W"", ""YEL046C"", ""YER026C"", ""YER052C"", ""YER086W"", ""YFL018C"", ""YGR155W"", ""YGR208W"", ""YHR025W"", ""YJR139C"", ""YKR043C"", ""YLR058C"", ""YMR189W"", ""YOR283W"")","c(22, 4, 16, 12, 24, 11, 14, 1, 25, 9, 13, 10, 26, 21, 8, 6, 19, 5)","c(11, 16, 8, 24, 7, 17, 3, 6, 1, 4, 12, 21, 9, 10, 14, 15, 23, 25)",9979,0.00209999999999999,0.00419999999999998
"2",1,"GlySerThrMetabo",NA,0.0217247350674116,0.651489615554662,1,"c(""YDR019C"", ""YGR205W"", ""YIL074C"")","c(23, 17, 18)","c(22, 20, 19)",9818.5,0.01815,0.01815
