"","id","edges","delay","X","accession","var","prt","trc","var.prt","var.trc","prt.norm","trc.norm"
"57","YDR177W",164,2,6222,"P21734","30min",0.875705997876605,0.939522749214012,2,4,0.221234361039978,-0.459919121655778
"58","YDR177W",164,2,6222,"P21734","60min",0.855898763190336,1.22264027769207,3,5,0.0322679000256332,1.65042594879174
"59","YDR177W",164,2,6222,"P21734","90min",0.708481360617225,0.979420297586927,4,6,-1.37413462397128,-0.162524626216586
"60","YDR177W",164,2,6222,"P21734","120min",0.822496284030746,0.864537231307865,5,7,-0.286400928605394,-1.0188577324824
"61","YDR204W",37,1,1964,"O13525","0min",1,1,1,2,0.502927578734732,-1.09912148088189
"62","YDR204W",37,1,1964,"O13525","30min",0.785977152700426,2.09943336724613,2,3,-1.76127422849388,1.57384694001394
"63","YDR204W",37,1,1964,"O13525","60min",1.00138345963776,1.4742692172911,3,4,0.517563547985524,0.0539330639309998
"64","YDR204W",37,1,1964,"O13525","90min",0.96604967061815,1.22264027769207,4,5,0.143758461454489,-0.557833168902592
"65","YDR204W",37,1,1964,"O13525","120min",1.00889449031377,1.46408569594563,5,6,0.597024640319133,0.0291746458395455
"66","YDR392W",2,2,3556,"P06844","0min",1,1,1,3,1.30157437479028,-0.17508516265674
"67","YDR392W",2,2,3556,"P06844","30min",0.894100883269997,1.23970769993899,2,4,-0.0368685341839519,1.62683710447225
"68","YDR392W",2,2,3556,"P06844","60min",0.779677429296621,1.04246576084112,3,5,-1.48304925145537,0.144136956906661
"69","YDR392W",2,2,3556,"P06844","90min",0.921605368596604,0.933032991536807,4,6,0.310756493173358,-0.678487196648793
"70","YDR392W",2,2,3556,"P06844","120min",0.889706135800537,0.90125046261083,5,7,-0.0924130823243128,-0.917401702073386
"71","YEL037C",21,0,1204,"P32628","0min",1,1,1,1,1.55835698699556,0.471468163583909
"72","YEL037C",21,0,1204,"P32628","30min",0.835541140625789,0.882702996290655,2,2,0.0691502919009267,-0.260157153771279
"73","YEL037C",21,0,1204,"P32628","60min",0.840651351583538,1.16473358646846,3,3,0.115424237862753,1.4989732035054
"74","YEL037C",21,0,1204,"P32628","90min",0.717158056629898,0.784584097896751,4,4,-1.00283136930884,-0.872161449753669
"75","YEL037C",21,0,1204,"P32628","120min",0.746172482371576,0.790041311863377,5,5,-0.740100147450394,-0.838122763564364
"76","YEL056W",2,2,6245,"P39984","0min",1,1,1,3,1.51916694694886,-0.945836911087299
"77","YEL056W",2,2,6245,"P39984","30min",0.936162128135303,1.34723357686569,2,4,0.336624432590549,1.55006626585556
"78","YEL056W",2,2,6245,"P39984","60min",0.869820404818704,1.18920711500272,3,5,-0.892299809494958,0.414177416150841
"79","YEL056W",2,2,6245,"P39984","90min",0.913524946780165,1.07177346253629,4,6,-0.0827101814208183,-0.42993169598244
"80","YEL056W",2,2,6245,"P39984","120min",0.870442210349363,1.04971668362307,5,7,-0.880781388623633,-0.588475074936661
"81","YER034W",50,2,5239,"P40022","0min",1,1,1,3,1.44947079266168,-0.983208797392655
"82","YER034W",50,2,5239,"P40022","30min",0.718895097793332,1.43395524801583,2,4,-0.248538847889677,1.19907630840814
"83","YER034W",50,2,5239,"P40022","60min",0.552203450540195,1.38510946811092,3,5,-1.25543706209129,0.953439417380599
"84","YER034W",50,2,5239,"P40022","90min",0.824202456712507,1.07177346253629,4,6,0.387568559921724,-0.622272597171864
"85","YER034W",50,2,5239,"P40022","120min",0.704902080696519,1.08673486252606,5,7,-0.333063442602437,-0.547034331224217
"86","YER122C",164,2,6591,"P38682","0min",1,1,1,3,1.30556982943462,0.779495402450314
"87","YER122C",164,2,6591,"P38682","30min",0.949062139245394,0.959264119325264,2,4,0.396021219972393,-0.13882867667543
"88","YER122C",164,2,6591,"P38682","60min",0.9217877152594,1.01395947979003,3,5,-0.0909920554742186,1.09418913708715
"89","YER122C",164,2,6591,"P38682","90min",0.845633372383834,0.952637998043937,4,6,-1.45080724285855,-0.288203788322985
"90","YER122C",164,2,6591,"P38682","120min",0.91793469489526,0.90125046261083,5,7,-0.159791751074245,-1.44665207453905
"91","YER182W",37,1,2191,"P40098","0min",1,1,1,2,0.0424753597014309,-0.926875315982877
"92","YER182W",37,1,2191,"P40098","30min",0.833045158615,1.38510946811092,2,3,-1.7055993086648,1.6469525393144
"93","YER182W",37,1,2191,"P40098","60min",1.03011021248496,1.15668818390529,3,4,0.357739650736322,0.120329299135051
"94","YER182W",37,1,2191,"P40098","90min",1.03597014538518,1.04971668362307,4,5,0.419095165654187,-0.594600480441324
"95","YER182W",37,1,2191,"P40098","120min",1.08059083353682,1.10190511587661,5,6,0.886289132572855,-0.245806042025246
"96","YFL016C",10,0,841,"P35191","0min",1,1,1,1,-1.71134795039035,-0.566712767548814
"97","YFL016C",10,0,841,"P35191","30min",1.52259174024016,2.18858740252148,2,2,-0.0174845643209925,1.71135314232901
"98","YFL016C",10,0,841,"P35191","60min",1.64169468031019,1.32868581409651,3,3,0.368560782023611,0.0632517992682842
"99","YFL016C",10,0,841,"P35191","90min",1.71603268038396,1.02811382665607,4,4,0.609510660911305,-0.512829351011221
"100","YFL016C",10,0,841,"P35191","120min",1.75961134123153,0.933032991536807,5,5,0.75076107177642,-0.695062823037259
"101","YFR004W",6,1,5423,"P43588","0min",1,1,1,2,1.33776803773144,0.159268253510906
"102","YFR004W",6,1,5423,"P43588","30min",0.912938619216299,1.38510946811092,2,3,0.206002757224845,1.58683922833237
"103","YFR004W",6,1,5423,"P43588","60min",0.931072463290897,0.946057646725596,3,4,0.441735925490796,-0.0406918726990381
"104","YFR004W",6,1,5423,"P43588","90min",0.822960375219124,0.732042847972813,4,5,-0.963680650507388,-0.834028158042534
"105","YFR004W",6,1,5423,"P43588","120min",0.818487521537168,0.721964597761248,5,6,-1.02182606993969,-0.871387451101707
"106","YGL036W",8,1,4126,"P53185","0min",1,1,1,2,-1.40237941247761,-0.68206341795604
"107","YGL036W",8,1,4126,"P53185","30min",7.93886949826723,2.62078680771673,2,3,0.0232892208173093,1.75591724616399
"108","YGL036W",8,1,4126,"P53185","60min",12.2233785327445,1.33792755478611,3,4,0.903589699309985,-0.173754218671211
"109","YGL036W",8,1,4126,"P53185","90min",5.36778290777032,1.09429370126074,4,5,-0.504969381894842,-0.54022723115622
"110","YGL036W",8,1,4126,"P53185","120min",12.5975619077733,1.21419488439505,5,6,0.980469874245156,-0.359872378380515
"111","YGL097W",11,0,151,"P21827","0min",1,1,1,1,1.53171737367238,1.20567233868274
"112","YGL097W",11,0,151,"P21827","30min",0.841166836967409,0.535886731268147,2,2,0.0465731329920964,-1.51324385910404
"113","YGL097W",11,0,151,"P21827","60min",0.858443418540303,0.768437590644006,3,3,0.208115062471662,-0.150890440306244
