"","id","pathway","protein","edges","delay","X","accession","var","prt","trc","var.prt","var.trc","prt.norm","trc.norm"
"63","YGR205W","GlySerThrMetabo","TDA10","GlySerThrMetabo",1,17,"P42938","60min",1.10047358103345,1.42405019559707,3,4,0.286869539817377,-0.235653336191997
"64","YGR205W","GlySerThrMetabo","TDA10","GlySerThrMetabo",1,17,"P42938","90min",1.21089073584664,1.558329159321,4,5,1.0956341201824,0.165972228820114
"65","YGR205W","GlySerThrMetabo","TDA10","GlySerThrMetabo",1,17,"P42938","120min",1.13681785262369,1.61328351844425,5,6,0.553077808007965,0.330339564705517
"66","YGR208W","GlySerThrMetabo","SER2","GlySerThrMetabo",0,10,"P42941","0min",1,1,1,1,1.65761236095179,1.54385891814759
"67","YGR208W","GlySerThrMetabo","SER2","GlySerThrMetabo",0,10,"P42941","30min",0.808936426348105,0.54714685063037,2,2,-0.369246360271929,-0.923354566682012
"68","YGR208W","GlySerThrMetabo","SER2","GlySerThrMetabo",0,10,"P42941","60min",0.86097065124176,0.795536483754919,3,3,0.182748038827783,0.429910290126033
"69","YGR208W","GlySerThrMetabo","SER2","GlySerThrMetabo",0,10,"P42941","90min",0.772925411139576,0.641712948781452,4,4,-0.751261826854312,-0.408143945113313
"70","YGR208W","GlySerThrMetabo","SER2","GlySerThrMetabo",0,10,"P42941","120min",0.77588626532908,0.598739352309464,5,5,-0.719852212653329,-0.642270696478299
"71","YHR025W","GlySerThrMetabo","THR1","GlySerThrMetabo",0,26,"P17423","0min",1,1,1,1,1.69909626858723,1.34207896770055
"72","YHR025W","GlySerThrMetabo","THR1","GlySerThrMetabo",0,26,"P17423","30min",0.817526982671298,0.570381857934212,2,2,-0.0162120768087372,-1.29287280810842
"73","YHR025W","GlySerThrMetabo","THR1","GlySerThrMetabo",0,26,"P17423","60min",0.771770318244518,0.707106781186548,3,3,-0.44634026506221,-0.454305848182599
"74","YHR025W","GlySerThrMetabo","THR1","GlySerThrMetabo",0,26,"P17423","90min",0.782522944876307,0.757858283255199,4,4,-0.345261922266953,-0.143034634500269
"75","YHR025W","GlySerThrMetabo","THR1","GlySerThrMetabo",0,26,"P17423","120min",0.724437801068018,0.870550563296124,5,5,-0.891282004449332,0.54813432309074
"76","YIL074C","GlySerThrMetabo","SER33","GlySerThrMetabo",1,18,"P40510","0min",1,1,1,2,1.44540168589724,0.4175273102676
"77","YIL074C","GlySerThrMetabo","SER33","GlySerThrMetabo",1,18,"P40510","30min",0.866363473324396,0.895025070927972,2,3,0.445939007536037,-0.684440736112745
"78","YIL074C","GlySerThrMetabo","SER33","GlySerThrMetabo",1,18,"P40510","60min",0.768990271034894,1.10956947206785,3,4,-0.28231159865575,1.56772629725318
"79","YIL074C","GlySerThrMetabo","SER33","GlySerThrMetabo",1,18,"P40510","90min",0.754115260560488,0.882702996290655,4,5,-0.39356125606034,-0.813790978456046
"80","YIL074C","GlySerThrMetabo","SER33","GlySerThrMetabo",1,18,"P40510","120min",0.644219470216248,0.9138314502294,5,6,-1.21546783871719,-0.487021892951986
"81","YJR139C","GlySerThrMetabo","HOM6","GlySerThrMetabo",0,21,"P31116","0min",1,1,1,1,1.76489136567832,0.763793273468384
"82","YJR139C","GlySerThrMetabo","HOM6","GlySerThrMetabo",0,21,"P31116","30min",0.812893410801299,0.840896415253715,2,2,-0.342637962983343,-0.69553556821546
"83","YJR139C","GlySerThrMetabo","HOM6","GlySerThrMetabo",0,21,"P31116","60min",0.808548410847933,0.76312960448028,3,3,-0.391579130015288,-1.40882779270189
"84","YJR139C","GlySerThrMetabo","HOM6","GlySerThrMetabo",0,21,"P31116","90min",0.815677385892388,1.00695555005672,4,4,-0.311279852187447,0.827590923431658
"85","YJR139C","GlySerThrMetabo","HOM6","GlySerThrMetabo",0,21,"P31116","120min",0.779444948298601,0.972654947412286,5,5,-0.719394420492241,0.512979164017309
"86","YKR043C","GlySerThrMetabo","SHB17","GlySerThrMetabo",0,8,"P36136","0min",1,1,1,1,1.58671341825161,0.490381321982071
"87","YKR043C","GlySerThrMetabo","SHB17","GlySerThrMetabo",0,8,"P36136","30min",0.849280309682869,0.598739352309464,2,2,0.0602774668314036,-1.60747165878822
"88","YKR043C","GlySerThrMetabo","SHB17","GlySerThrMetabo",0,8,"P36136","60min",0.843363492072863,1.09429370126074,3,3,0.000354021534337026,0.983363435718441
"89","YKR043C","GlySerThrMetabo","SHB17","GlySerThrMetabo",0,8,"P36136","90min",0.786369768316008,0.979420297586927,4,4,-0.576858343782519,0.382787441796922
"90","YKR043C","GlySerThrMetabo","SHB17","GlySerThrMetabo",0,8,"P36136","120min",0.737629110551665,0.858565436437754,5,5,-1.07048656283483,-0.249060540709218
"91","YLR058C","GlySerThrMetabo","SHM2","GlySerThrMetabo",0,6,"P37291","0min",1,1,1,1,1.11401612226123,1.45731478237777
"92","YLR058C","GlySerThrMetabo","SHM2","GlySerThrMetabo",0,6,"P37291","30min",0.855927624181709,0.60290391384538,2,2,-0.482732177889356,-0.536870927262358
"93","YLR058C","GlySerThrMetabo","SHM2","GlySerThrMetabo",0,6,"P37291","60min",0.974157735947589,0.823591017267573,3,3,0.827607357476411,0.571402569482832
"94","YLR058C","GlySerThrMetabo","SHM2","GlySerThrMetabo",0,6,"P37291","90min",0.889899846089515,0.615572206672458,4,4,-0.106219419801416,-0.473251744394213
"95","YLR058C","GlySerThrMetabo","SHM2","GlySerThrMetabo",0,6,"P37291","120min",0.777434175975243,0.506979739895015,5,5,-1.35267188204687,-1.01859468020403
"96","YMR189W","GlySerThrMetabo","GCV2","GlySerThrMetabo",0,19,"P49095","0min",1,1,1,1,0.293519010247879,1.26900492287032
"97","YMR189W","GlySerThrMetabo","GCV2","GlySerThrMetabo",0,19,"P49095","30min",0.87380840562027,0.687770909069872,2,2,-0.816343642152771,-0.991070730784216
"98","YMR189W","GlySerThrMetabo","GCV2","GlySerThrMetabo",0,19,"P49095","60min",1.11235863063743,0.939522749214012,3,3,1.28171991564345,0.831239301178269
"99","YMR189W","GlySerThrMetabo","GCV2","GlySerThrMetabo",0,19,"P49095","90min",1.01573719204739,0.7791645796605,4,4,0.431928559575679,-0.329516071720673
"100","YMR189W","GlySerThrMetabo","GCV2","GlySerThrMetabo",0,19,"P49095","120min",0.831229935621309,0.716977624007914,5,5,-1.19082384331424,-0.7796574215437
"101","YOR283W","GlySerThrMetabo","YOR283W","GlySerThrMetabo",0,5,"Q12040","0min",1,1,1,1,1.25992781002289,0.621092702961116
"102","YOR283W","GlySerThrMetabo","YOR283W","GlySerThrMetabo",0,5,"Q12040","30min",0.888643426963331,0.655196701929182,2,2,-0.4071385435228,-1.69258863534279
"103","YOR283W","GlySerThrMetabo","YOR283W","GlySerThrMetabo",0,5,"Q12040","60min",0.887614848481346,0.90125046261083,3,3,-0.422536903337023,-0.0415313586467277
"104","YOR283W","GlySerThrMetabo","YOR283W","GlySerThrMetabo",0,5,"Q12040","90min",0.96786074716034,1.02811382665607,4,4,0.778786323929823,0.809740655130913
"105","YOR283W","GlySerThrMetabo","YOR283W","GlySerThrMetabo",0,5,"Q12040","120min",0.835078161420269,0.952637998043937,5,5,-1.20903868709289,0.303286635897487
