"","id","dtname","T1-T1","T2-T1","T3-T1","T4-T1","T5-T1"
"4344","YIL064W","trc",1,0.384218795322003,0.611320138846034,0.619853849969493,0.514056913328033
"4345","YIL065C","prt",1,1.16751792344446,1.01853191932553,1.11126182735984,0.833579845897142
"4346","YIL065C","trc",1,1.02101212570719,1.31039340385836,1.06437018245336,1.2834258975629
"4347","YIL066C","prt",1,0.904289757427925,0.959306070821245,0.653654399985306,0.834096247540256
"4348","YIL066C","trc",1,1.53687518128801,1.39474366635041,1.4439291955225,1.62450479271247
"4349","YIL066W-A","trc",1,1.07922823650443,0.959264119325264,0.986232704493359,0.979420297586927
"4350","YIL067C","trc",1,1.11728713807222,0.882702996290655,0.846745312362527,0.959264119325264
"4351","YIL068C","trc",1,1.02811382665607,1.03526492384138,0.979420297586927,1.04246576084112
"4352","YIL068W-A","trc",1,0.965936328924846,0.979420297586927,0.986232704493359,0.979420297586927
"4353","YIL069C","trc",1,0.438302860658018,0.7791645796605,0.747424624317469,0.716977624007914
"4354","YIL070C","prt",1,0.822126173174259,0.85166675436512,0.770567518017569,0.788437892279255
"4355","YIL070C","trc",1,0.907519155317161,1.26575659397028,1.23970769993899,1.63580411711556
"4356","YIL071C","trc",1,1.37554181813974,1.11728713807222,1.05701804056138,1.10190511587661
"4357","YIL071W-A","trc",1,1.1328838852958,1.01395947979003,0.946057646725596,1.04971668362307
"4358","YIL072W","trc",1,1.1328838852958,1.04246576084112,1.00695555005672,1.04246576084112
"4359","YIL073C","trc",1,1,1,0.993092495437036,0.972654947412286
"4360","YIL074C","prt",1,0.866363473324396,0.768990271034894,0.754115260560488,0.644219470216248
"4361","YIL074C","trc",1,0.895025070927972,1.10956947206785,0.882702996290655,0.9138314502294
"4362","YIL075C","prt",1,1.11365676745464,1.16772376436755,0.93044252342005,1.03461257735158
"4363","YIL075C","trc",1,1.50524674741107,1.39474366635041,0.920187650624875,0.946057646725596
"4364","YIL076W","prt",1,0.884534128222443,0.8433721233673,0.71850113510469,0.918122490833983
"4365","YIL076W","trc",1,1.14076371586842,1.34723357686569,1.3660402567544,1.05701804056138
"4366","YIL077C","trc",1,2.46228882668983,1.3660402567544,1.30134185544193,1.39474366635041
"4367","YIL078W","prt",1,0.991321422061963,0.966706538006674,0.858125796225349,0.858886395202231
"4368","YIL078W","trc",1,0.646176415318746,0.806641759222126,1,0.812252396356236
"4369","YIL079C","trc",1,0.327598350964591,0.721964597761248,0.752623373705534,0.683020128377198
"4370","YIL080W","trc",1,1.10956947206785,0.952637998043937,0.817902058557781,0.823591017267573
"4371","YIL082W","trc",1,0.846745312362527,0.742261785314525,0.655196701929182,0.697371833175203
"4372","YIL082W-A","trc",1,1.10190511587661,0.939522749214012,0.790041311863377,0.795536483754919
"4373","YIL083C","prt",1,0.944114599474876,1.05984397869113,1.08278155063967,0.997591195875539
"4374","YIL083C","trc",1,1.03526492384138,0.920187650624875,0.965936328924846,1.03526492384138
"4375","YIL084C","trc",1,0.959264119325264,0.7791645796605,0.801069877589622,0.757858283255199
"4376","YIL085C","trc",1,0.858565436437754,0.946057646725596,0.9138314502294,0.972654947412286
"4377","YIL086C","trc",1,1.2834258975629,1.05701804056138,1.06437018245336,1.04971668362307
"4378","YIL087C","trc",1,2.12874036490672,1.5691681957935,1.4439291955225,1.62450479271247
"4379","YIL088C","trc",1,1.12505848468881,1,1.02101212570719,1.17283494923188
"4380","YIL089W","trc",1,1.20580782769076,0.979420297586927,0.952637998043937,0.965936328924846
"4381","YIL090W","trc",1,0.812252396356236,0.864537231307865,0.870550563296124,0.882702996290655
"4382","YIL091C","prt",1,0.892456694048675,0.812662664876823,0.653543544652183,0.648807184818285
"4383","YIL091C","trc",1,0.244855074396732,0.586417474615939,0.673616788432845,0.664342907048256
"4384","YIL092W","trc",1,0.7791645796605,1.02811382665607,0.895025070927972,0.882702996290655
"4385","YIL093C","prt",1,0.82991938911981,0.764462938021512,0.866781039203595,0.733847080585816
"4386","YIL093C","trc",1,1.08673486252606,1.18920711500272,1.20580782769076,0.993092495437036
"4387","YIL094C","prt",1,0.901272609094876,0.905672022834593,0.954439662677007,1.31118517707451
"4388","YIL094C","trc",1,0.55864356903611,1.20580782769076,1.15668818390529,1.03526492384138
"4389","YIL095W","trc",1,1.18920711500272,1.10956947206785,0.939522749214012,1.08673486252606
"4390","YIL096C","trc",1,0.336808394216423,0.586417474615939,0.598739352309464,0.598739352309464
"4391","YIL097W","trc",1,2.18858740252148,1.23970769993899,1.12505848468881,1.20580782769076
